63021.4	0.077706
63021.2	0.01629
63021	0.003039
63020.8	0.002279
63020.6	0.003581
63020.4	0.000352
63020.2	0.000918
63020	0.000009
63019.8	0.002719
63019.6	0.001107
63019.4	0.000224
63019.2	0.000346
63019	0.001293
63018.8	0.001127
63018.6	0.001363
63018.4	0.000775
63018.2	0.000947
63018	0.003543
63017.8	0.001192
63017.6	0.005328
63017.4	0.000604
63017.2	0.008688
63017	0.000927
63016.8	0.00702
63016.6	0.000608
63016.4	0.009483
63016.2	0.000971
63016	0.000994
63015.8	0.001692
63015.6	0.001757
63015.4	0.001578
63015.2	0.000833
63015	0.001157
63014.8	0.001367
63014.6	0.000279
63014.4	0.001361
63014.2	0.000435
63014	0.001069
63013.8	0.00077
63013.6	0.001049
63013.4	0.000577
63013.2	0.000749
63013	0.001369
63012.8	0.000242
63012.6	0.00507
63012.4	0.001119
63012.2	0.000328
63012	0.00208
63011.8	0.000597
63011.6	0.011436
63011.4	0.074749
63011.2	0.465797
63011	0.296378
63010.8	0.17788
63010.6	0.002414
63010.4	0.007875
63010.2	0.000672
63010	0.001284
63009.8	0.001277
63009.6	0.000425
63009.4	0.00125
63009.2	0.001065
63009	0.000907
63008.8	0.001231
63008.6	0.003557
63008.4	0.001838
63008.2	0.000667
63008	0.001288
63007.8	0.000758
63007.6	0.000731
63007.4	0.001185
63007.2	0.001044
63007	0.001312
63006.8	0.000776
63006.6	0.001207
63006.4	0.001142
63006.2	0.000588
63006	0.001505
63005.8	0.000655
63005.6	0.000128
63005.4	0.001306
63005.2	0.001754
63005	0.00625
63004.8	0.007443
63004.6	0.032198
63004.4	0.027686
63004.2	0.004164
63004	0.000239
63003.8	0.000602
63003.6	0.001168
63003.4	0.014129
63003.2	0.000943
63003	0.000738
63002.8	0.000668
63002.6	0.001729
63002.4	0.000479
63002.2	0.014339
63002	0.012714
63001.8	0.001328
63001.6	0.001102
63001.4	0.00111
63001.2	0.001188
63001	0.000429
63000.8	0.00103
63000.6	0.000915
63000.4	0.001162
63000.2	0.001313
63000	0.000164
62999.8	0.004215
62999.6	0.024688
62999.4	0.045323
62999.2	0.083364
62999	0.00487
62998.8	0.000755
62998.6	0.004207
62998.4	0.000936
62998.2	0.000751
62998	0.000951
62997.8	0.000536
62997.6	0.001146
62997.4	0.00007
62997.2	0.000511
62997	0.001162
62996.8	0.00033
62996.6	0.000608
62996.4	0.000537
62996.2	0.002065
62996	0.000369
62995.8	0.018197
62995.6	0.020599
62995.4	0.031114
62995.2	0.111455
62995	1.007746
62994.8	0.223602
62994.6	0.050488
62994.4	0.040052
62994.2	0.030248
62994	0.073365
62993.8	0.081879
62993.6	0.066902
62993.4	0.081678
62993.2	1.069845
62993	0.121025
62992.8	0.031003
62992.6	0.010555
62992.4	0.027412
62992.2	0.008523
62992	0.049533
wavenumber(cm^-1)	amplitude
62991.8	0.004584
62991.6	0.013326
62991.4	0.000016
62991.2	0.004682
62991	0.000578
62990.8	0.000791
62990.6	0.000964
62990.4	0.001682
62990.2	0.0016
62990	0.001547
62989.8	0.001442
62989.6	0.000418
62989.4	0.023918
62989.2	0.080269
62989	0.004254
62988.8	0.000504
62988.6	0.000415
62988.4	0.000381
62988.2	0.000397
62988	0.001219
62987.8	0.001721
62987.6	0.000608
62987.4	0.001353
62987.2	0.001111
62987	0.001307
62986.8	0.001117
62986.6	0.002372
62986.4	0.00026
62986.2	0.001161
62986	0.001018
62985.8	0.001917
62985.6	0.026629
62985.4	0.000052
62985.2	0.000672
62985	0.000859
